Songsname,Pitch_Mean,Pitch_SD,Length,Time_Signature,DB_Value,Tempo,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Camelot
Ek Bar Hori Bolo Mon Rosona.mp3,1639.206488,609.4628519,221.3169792,4,2.233877629,160.7142857,0.000392337,0.200060058,0.10112001,3.29E-05,1890.671863,-236.07892,-10.402012,-30.689812,8B
GAJAMUKTA.mp3,1599.378359,566.6442571,310.3226984,3,-7.461181879,166.7086694,7.87E-05,0.221978606,0.065619156,3.90E-08,1085.319495,-319.4034,-13.486147,-54.15991,7B
Ganesh Hatir Mahut Re.mp3,2103.634317,791.1559989,137.9169792,4,-2.638683617,152.027027,0.000719602,0.191213662,0.15501079,-7.12E-06,2350.091647,-195.81563,-10.224393,-24.832485,7B
Gangadharer.mp3,1453.151622,477.8147591,289.3724943,3,3.642914593,112.3471467,0.000308963,0.202665473,0.25900432,0.002223787,1744.484282,-174.15262,-2.900947,-4.711982,12B
Geile Ki Achiben.mp3,1816.384141,1129.274718,203.0049792,4,-1.175939813,152.027027,0.005557582,0.274328756,0.1449777,-1.10E-06,1615.530497,-214.81516,-8.978122,-25.795597,8B
Ghur Ghur Ghurani Koytor.mp3,1987.955958,609.805026,113.5809792,4,-3.50916028,165.4411765,0.000377837,0.208479223,0.15733665,-9.37E-06,2434.912927,-198.37268,-9.897447,-23.98121,3B
Ghuriya Ashibe Kundin.mp3,1629.646145,858.0409138,314.5809792,4,-3.072421253,160.7142857,0.000462446,0.134563393,0.038580135,7.81E-08,1841.626596,-359.34125,-22.588282,-68.04637,9B
Goalini Goalini.mp3,2091.600363,510.4239334,322.6929792,3,2.656969428,95.33898305,0.00132598,0.205152141,0.22855516,8.09E-07,2012.847363,-127.83357,-1.4947021,-1.2855171,5B
Goalparia Gaan.mp3,3358.525087,1240.852628,320.2689792,4,1.003820673,160.7142857,0.000851207,0.208638889,0.13370968,-0.000159759,3387.966545,-177.59506,-7.9363937,-28.844051,2B
Goalparia Song.mp3,2812.320962,1152.116724,335.4524943,3,1.677641571,95.703125,9.65E-05,0.193959792,0.14248544,-0.000112688,2502.248665,-164.81606,-18.77983,-33.356396,9B
Goalparia Song Kamrenga.mp3,2880.909215,1138.879778,235.6929792,4,1.209340915,122.2826087,0.002193881,0.174604273,0.29213855,-1.67E-05,3740.074531,-108.62384,8.573284,10.394581,5B
Goalpariya lokogeet.mp3,1128.77282,332.2521324,172.9089792,4,-3.630095124,160.7142857,0.00056269,0.207096416,0.09151934,3.03E-07,951.5771047,-328.8172,-18.153662,-47.739468,5B
Goalporiya Lok Geet Aare Geile.mp3,2131.514962,511.4287157,198.2529792,4,-0.356256664,152.027027,0.004147316,0.259346998,0.15298802,-2.76E-06,1773.38136,-188.75749,-12.013563,-29.648758,8B
Goaparia Lokgeet.mp3,2600.235823,601.9623843,251.2449792,3,4.025655389,181.4516129,0.001826586,0.226813338,0.2762563,8.81E-07,2168.12884,-114.425766,-4.224115,-10.142967,2B
Godadharer Pare.mp3,2508.812036,419.3312134,310.7649792,3,1.094846129,100.4464286,0.000228584,0.227883369,0.1921175,1.28E-06,2717.171825,-130.87563,-6.8662777,-10.532458,12B
Golapir __ Hastir Kanya.mp3,2383.313851,329.3289015,249.4209792,3,1.024048105,114.7959184,0.000156658,0.219058444,0.17615515,1.75E-05,1903.695828,-149.6352,-9.408165,-21.903719,1B
Golden Memories.mp3,1653.119222,391.8386095,2569.596979,3,5.340796709,181.4516129,1.29E-05,0.243284645,0.19717073,-9.02E-07,1682.611694,-171.43999,-5.938741,-8.658807,11B
Gowalini Nitya.mp3,2650.802416,1004.974886,397.4410658,3,1.854928285,117.4538352,0.005460812,0.195773377,0.14610326,-0.000182192,2587.434493,-161.80342,-5.1464334,-24.554197,1B
Hastir Kanya.mp3,1727.101622,650.2995353,343.1889792,3,-2.660342753,165.4411765,0.002873543,0.248519676,0.09423829,1.09E-07,1822.732037,-238.91946,-12.03666,-31.229212,11B
Bhar Dupar Bela.mp3,1598.667838,393.2118093,399.6614739,3,0.385849178,172.265625,0.000110229,0.237929736,0.12126463,-0.015094629,1838.009116,-202.8845,-8.645446,-22.039755,4B
Hosti Noran Hosti Choran.mp3,2759.873964,1100.627038,272.4129792,4,1.008987501,152.027027,0.009357705,0.214232779,0.11586851,2.13E-06,2773.658565,-219.4282,-8.683755,-39.089893,10B
Moi Biya Karang Nai.mp3,1732.711503,649.9409218,247.3569792,3,4.401842952,110.2941177,0.003179063,0.227130471,0.20624903,4.17E-05,1850.152842,-186.65315,-4.5630264,-13.312813,5B
Moina Re Baani.mp3,2454.155974,483.892807,384.1089792,3,1.597678661,181.4516129,1.46E-05,0.25755283,0.18775846,1.19E-05,1879.604714,-159.89548,-9.463422,-22.10351,4B
Moisal Bandhu.mp3,2311.288992,783.2943038,2560.524979,3,1.399559379,112.5,2.26E-05,0.222979409,0.1536927,5.23E-07,2283.266473,-184.09004,-5.568695,-26.48344,3B
Monero Hause Pindilung Patani.mp3,1907.536202,538.8817855,537.1809792,4,0.497107767,152.027027,3.61E-05,0.195628444,0.20164074,2.96E-06,1872.281426,-169.78856,-7.0480294,-13.06981,11B
Mor Dile Mane Na.mp3,2054.659833,593.9200432,323.4609792,3,-3.024848104,112.5,6.53E-07,0.215128137,0.14998305,-4.10E-06,2044.629428,-201.1258,-3.1334145,-24.547436,10B
Mori He Mori He Mori He Shyam.mp3,1574.407152,690.1408544,243.0849792,4,-1.292588562,187.5,0.016386855,0.237241617,0.11311216,5.74E-08,1615.714209,-268.25055,-15.679304,-41.330723,12B
Mori he mori he.mp3,1807.810677,582.1904933,298.1649792,4,5.580974817,152.027027,0.000532633,0.267189607,0.4257471,-1.69E-07,2175.769838,-106.51257,-3.7440226,9.676658,2B
Rameshwar Pathak.mp3,1545.304875,394.0308902,416.1009792,3,-0.197612047,90.72580645,0.000192522,0.191570474,0.22490875,1.67E-07,2112.958528,-188.44545,-4.288225,-7.531692,10B
Haye Hari O.mp3,1634.806045,643.5770397,148.0209792,3,-2.534275651,104.1666667,1.26E-05,0.228975247,0.1811156,1.05E-07,2083.592451,-203.5132,-3.691972,-16.929432,11B
O Sada Shiv Aei.mp3,2553.940786,799.7231321,316.5969792,3,-0.412739851,112.5,0.00024645,0.152584892,0.18196598,-2.40E-05,3749.038415,-166.53772,0.6926188,-10.859672,8B
Meghe Korila Andhakar.mp3,1113.193433,337.4127022,273.0849792,3,-4.458118081,175.78125,0.000125991,0.229725792,0.105522,1.85E-06,1491.753616,-299.55243,-9.180493,-33.78398,4B
Ki Dibo Jadava.mp3,1884.999606,576.6866526,384.1089792,4,3.085210323,148.0263158,6.78E-05,0.235688339,0.32767695,2.89E-05,2177.891457,-114.85672,4.2676744,10.697258,4B
Mothura Jau.mp3,2020.672674,940.7269827,346.2609792,4,0.452049449,152.027027,0.042190455,0.157508942,0.19506286,-1.53E-06,2651.482397,-178.11423,-1.500109,-13.858408,3B
Aaji Nander Ghore.mp3,1734.804748,591.1795176,323.7969792,4,4.050238431,81.52173913,0.00246136,0.203671391,0.24892545,1.57E-06,2149.906242,-159.6395,-1.5837656,-3.0869231,9B
Aakhe Tola Aakhe Tola He.mp3,3232.641312,1706.276605,225.6849792,4,7.258251905,122.2826087,0.001044069,0.205117665,0.28400382,-5.44E-07,3693.384359,-128.652,-4.3075075,-0.70493066,10B
Aji shyaamkaanu.mp3,1777.360462,617.1581145,212.0529792,4,0.267290268,127.8409091,0.000183873,0.203381812,0.15098639,-3.04E-08,2490.704114,-228.98337,-18.35812,-29.4188,3B
uruli jukar.mp3,1474.667132,770.8206263,323.8689792,4,2.0851928,148.0263158,0.00041806,0.203863025,0.17934161,9.91E-08,2037.170301,-251.77084,-20.439684,-35.34626,11B
A nase nase.mp3,1744.494773,566.598145,253.8849792,4,1.150461584,140.625,0.003256525,0.234753811,0.15428968,6.37E-06,2057.76667,-208.72351,-4.056933,-18.976894,10B
kamrupia.mp3,2493.724606,1556.6379,402.2769792,4,3.708274066,140.625,0.001055336,0.177399374,0.21342225,5.89E-07,3204.84169,-189.36015,-12.159388,-17.906452,3B
A dehati eri.mp3,1512.689365,936.9341457,325.4769792,4,3.499420583,144.2307692,4.24E-05,0.217745773,0.19308591,4.56E-07,1704.361352,-236.73918,-15.206662,-29.124027,2B
Ehi Hori Naame lokogeet.mp3,3332.118059,1875.433137,279.6849792,4,0.666161701,152.027027,0.000825132,0.165857043,0.14449356,-1.72E-07,3849.75555,-185.61043,-5.4566827,-18.446098,9B
kamrupia lok.mp3,2149.314775,1128.197855,306.4929792,4,3.87863338,152.027027,0.002440126,0.1530968,0.2142226,5.60E-07,3036.904335,-204.55934,-12.72456,-20.10194,7B
o dale pori.mp3,1606.611288,830.4922141,218.7009792,4,4.748909473,152.027027,0.000331864,0.188342189,0.23745658,7.90E-06,2347.375454,-231.16113,-17.261843,-27.997183,4B
o prane bolayu.mp3,1366.858913,547.086578,289.4529792,3,3.528648019,95.33898305,4.73E-05,0.185471635,0.2293961,7.87E-07,2190.226818,-223.16753,-17.017927,-16.295408,2B
AAYA CHOL.mp3,3340.027919,1257.738803,356.0289792,3,1.539359838,83.95522388,0.008120579,0.185122193,0.22346264,-7.22E-06,3620.205477,-97.2723,1.9372188,0.9100106,6B
o raja bina duxe.mp3,1899.206643,964.0404124,257.8929792,4,-0.392595604,140.625,0.000237663,0.162351817,0.17787199,-1.01E-07,2895.219467,-233.92747,-15.922333,-24.160902,3B
o he tamul sur.mp3,3372.852951,2015.278359,289.5969792,3,8.299764395,96.98275862,0.001524848,0.141246647,0.39121047,1.26E-06,3767.229012,-81.02476,-0.0142706,15.873066,10B
ore ore.mp3,2438.485696,707.0258087,228.3729792,3,4.10510391,117.1875,0.016321205,0.221537506,0.19145033,1.11E-06,2308.348809,-163.25371,-5.6683664,-17.777159,3B
Karnata Kundala.mp3,2453.292108,1272.028252,188.2449792,3,1.001128554,81.52173913,0.010138578,0.193984852,0.2656862,-0.000142675,3068.468728,-138.32468,7.0056343,-2.2742126,4B
Biguti Na Mato.mp3,1104.895595,331.170921,210.7329792,3,-6.234336495,100.4464286,0.000120302,0.197635291,0.08782581,9.23E-08,1658.229967,-322.06693,-11.546452,-40.242973,3B
Kande Veer Abhimanyu.mp3,1563.961836,466.3070649,238.2609792,4,0.934302807,160.7142857,0.0001288,0.191500722,0.131793,2.91E-07,2094.575968,-229.21594,-4.68512,-23.053984,4B
Kamrupiaa.mp3,1089.149789,551.5821675,326.8929792,4,1.524257064,216.3461539,3.75E-05,0.22267606,0.2086911,1.35E-07,1407.488433,-218.66628,-7.787644,-11.26414,5B
kamrupiya lokogeet.mp3,1988.57296,784.2742588,280.7409792,3,4.966722429,117.1875,0.007002028,0.220476115,0.23432812,1.10E-05,2478.569601,-148.88223,-0.73507756,-2.6134057,4B
Basanta patgiri.mp3,1698.705074,475.7087922,287.9169792,3,4.090191126,106.1320755,0.007107043,0.268928427,0.24048534,7.98E-06,2270.284999,-158.9433,-2.6030703,-2.0730133,4B
By Basanta Patgiri.mp3,1481.811041,365.9213654,273.4929792,4,0.343903601,160.7142857,0.000105636,0.221419534,0.13479711,-3.06E-07,1240.564658,-231.74466,-8.535987,-23.76184,11B
Ki fool.mp3,1718.024847,936.0942879,239.8209792,4,2.673310041,130.8139535,2.32E-05,0.209077578,0.20693748,6.81E-08,2076.854006,-222.886,-15.094751,-27.800764,11B
Kinu di geli.mp3,1656.258276,937.0326541,246.1809792,4,4.739157259,152.027027,0.000423193,0.19256239,0.23599754,1.59E-06,2556.172014,-217.89674,-14.240541,-18.527994,4B
Kheti kori.mp3,2292.856838,890.2886105,292.5009792,4,0.477870889,86.53846154,0.000676092,0.179442146,0.14561315,-7.89E-08,3133.40142,-210.30217,-9.867185,-23.840708,3B
Khupar maloti.mp3,1773.418286,631.8400377,274.3329792,3,1.866454482,114.7959184,0.015304841,0.244487962,0.14043736,3.18E-06,2259.079285,-210.81665,-5.380692,-22.362059,3B
Gosore puli nijore buli.mp3,1356.550612,400.9690639,275.1489792,4,0.073475782,133.9285714,2.16E-05,0.204786904,0.16150542,-8.15E-07,1606.56739,-251.54878,-19.8628,-27.261847,8B
Jogotore nath.mp3,1347.353195,739.0677725,200.9409792,3,0.363988243,102.2727273,0.00035697,0.164855658,0.17796817,1.32E-07,2321.294736,-260.22577,-14.296466,-22.218622,3B
Jonom dukhi.mp3,3489.521271,1612.765475,314.5089792,4,-2.824147642,73.05194805,0.001885508,0.156948538,0.09560044,-1.46E-07,3848.504329,-200.33565,-6.336399,-28.291916,3B
Joy joy.mp3,2715.998859,809.7490143,354.5409792,4,6.8552351,152.027027,0.001162352,0.231153418,0.26463145,3.77E-05,2536.491048,-113.78941,-3.0455115,-4.998121,4B
Tur raw xuni.mp3,2036.448718,1235.0743,443.7729792,4,5.989083052,137.195122,0.001273712,0.181987595,0.21312138,8.58E-07,3028.368053,-220.3341,-12.969595,-22.462606,3B
Doyamoy.mp3,1437.548807,654.93396,304.0449792,4,0.200808663,144.2307692,0.002471119,0.156210554,0.14068064,-4.79E-07,1781.524672,-260.18616,-19.21941,-30.222187,11B
AEI GHUR KOLIR KAALE.mp3,1815.018832,568.2447939,314.9169792,3,2.184447497,95.33898305,0.00605466,0.190974438,0.2838708,6.44E-05,1922.612328,-140.67342,1.3386989,-0.67213994,9B
Doyamoyy.mp3,1915.433213,569.0505797,639.8769792,4,2.258854955,156.25,5.40E-05,0.225308273,0.2627694,1.21E-05,2333.61415,-154.48589,0.6877566,-3.450977,4B
Doyar xagor.mp3,2869.495956,1480.687568,432.9729792,4,7.035250664,148.0263158,0.02129166,0.209228097,0.28467193,-2.87E-05,3329.878243,-98.41961,-0.9515014,6.09669,12B
Duwar khulahe.mp3,1240.681668,473.6430421,228.8529792,4,-1.98010236,127.8409091,2.00E-05,0.224024285,0.13907197,-1.37E-07,1674.087931,-274.1956,-17.67376,-27.857607,3B
Papi kongxo.mp3,2523.578061,1533.269137,252.5649792,4,3.321157098,144.2307692,0.000631825,0.156497555,0.22494625,4.16E-07,3333.565631,-188.02371,-10.302146,-15.630661,3B
Banpanir.mp3,1398.675833,395.1732217,235.3809792,4,0.01413259,144.2307692,0.002105225,0.176650733,0.13802664,-4.17E-07,1802.477637,-247.52701,-14.091906,-21.37573,8B
Bewla bhele.mp3,1959.327923,863.0389012,61.42897917,4,0.072305249,137.195122,0.000773207,0.203652679,0.11353665,-5.45E-08,2726.332145,-254.51399,-16.319693,-35.197823,2B
Bhokot.mp3,1852.446691,637.9783517,337.1889792,3,6.977252364,175.78125,0.00047043,0.201904365,0.34303105,0.000327764,2557.21082,-116.315475,3.421661,11.316042,8B
Radhey Moke Diyori.mp3,1416.467871,406.310678,383.7969792,3,-2.081736922,95.33898305,0.000181238,0.165534127,0.10859849,1.37E-06,1797.364045,-255.80974,-10.123034,-28.236036,9B
Mur air pran.mp3,1675.094419,1142.793447,169.2129792,4,0.564655848,119.6808511,3.21E-05,0.264366691,0.16370007,-1.24E-06,1763.042805,-230.9018,-9.41795,-27.044298,6B
O mure Basadhan.mp3,1894.611571,704.4457451,568.0929792,4,2.343890369,156.25,2.46E-05,0.228468601,0.2354995,2.79E-05,2460.868862,-160.027,2.389002,-3.7068112,12B
Amar Bou Amar.mp3,2106.25696,717.028804,207.9729792,3,4.861958325,95.33898305,0.001572116,0.257784197,0.44204634,-7.11E-05,2005.723924,-85.41887,-0.66293645,10.557394,7B
Lau thake.mp3,1873.931784,950.2461842,81.03697917,4,0.032000234,148.0263158,0.000802632,0.197830282,0.12386187,2.22E-07,2381.122426,-255.26517,-15.576912,-38.69781,3B
Lokageet by Subhash nath.mp3,2465.397694,942.6042531,366.4689792,4,3.736121356,75,0.005697297,0.205794413,0.22955011,-0.000196162,3341.017606,-141.47664,2.3260996,1.3145418,3B
lokgeet by Rameswar.mp3,1774.965762,509.5747041,385.6689792,4,2.989729345,165.4411765,0.000457951,0.208163052,0.30676797,3.75E-06,1825.086883,-129.95836,-0.81733257,0.9985087,12B
Shyam koliya he.mp3,1455.197348,620.9247881,243.2769792,4,1.044798717,85.22727273,0.002628348,0.19390295,0.22686869,-4.76E-07,2269.632984,-215.8505,-10.256043,-12.708905,8B
Shri ram.mp3,1477.327875,535.482627,192.2769792,4,6.124526262,125,0.001090019,0.243466308,0.1599417,-1.09E-05,1802.447234,-226.39137,-16.068445,-24.564215,4B
Xopunat ahi.mp3,1843.846053,1084.278417,338.7009792,4,2.013567835,152.027027,5.19E-06,0.205857786,0.18592358,8.16E-07,2359.119052,-218.23154,-11.661349,-19.90861,2B
Her dubil tur.mp3,2018.474088,1257.103153,288.9729792,3,5.565206409,90.72580645,0.001096822,0.175824239,0.2288647,4.09E-07,2999.768456,-209.14177,-12.994044,-17.954231,3B
Assamese.mp3,2318.664479,957.5042994,361.2129792,3,3.66927892,114.7959184,0.006160906,0.208689709,0.30940503,-2.89E-05,2658.304918,-108.481384,6.430692,9.747735,3B
Assamese Kamrupi Lokgeet.mp3,2657.263613,1025.757628,358.4049792,3,3.326093554,83.95522388,0.013566876,0.22483839,0.22201435,-1.16E-05,2771.148775,-118.98245,1.8251036,-1.5889033,6B
Kanai Par Kora He.mp3,2959.180564,1719.450032,395.0049792,3,3.119848967,102.2727273,0.008909026,0.194464568,0.25999752,-8.05E-06,3264.178143,-127.75021,3.0479112,4.325297,8B
Jerenga Patharot.mp3,4170.116696,2134.085841,278.0529792,3,2.266462892,87.890625,0.008766246,0.230463795,0.20741378,-1.42E-06,4472.303055,-124.131935,1.4699731,0.101834826,4B
Tupuni.mp3,1495.366146,542.9751405,2471.892979,4,5.835281014,95.33898305,7.01E-05,0.200066104,0.31596613,1.11E-06,1967.767761,-162.70885,-2.8913803,1.30512,10B
Axomor kashi puri.mp3,2533.639608,1291.794944,351.3249792,3,6.872001886,80.35714286,0.02679091,0.194000869,0.33278918,-1.21E-05,3051.330121,-101.812706,4.545061,6.274416,5B
Bahagote Aahibi Chenai.mp3,2284.206293,755.8807197,260.2929792,4,0.659975931,160.7142857,0.012473688,0.218723247,0.19091417,1.41E-06,2577.750725,-169.31253,-0.71250707,-10.779183,5B
Baje Dambaru He Shiv Shankar.mp3,1889.732082,646.1275325,343.8129792,4,-0.799101368,130.8139535,0.000181674,0.179695397,0.12350834,-6.62E-06,2191.48505,-212.12076,-8.335168,-24.677914,7B
Banshi Rawe.mp3,2057.571681,937.5510346,313.8369792,4,2.210946232,152.027027,0.020745236,0.216783126,0.23618898,-1.46E-05,2622.80955,-160.98276,-0.7506513,-5.658587,3B
Barbariba jai menaka.mp3,1262.209505,656.9488456,190.4049792,3,-1.838619113,119.6808511,0.048545014,0.214284006,0.11560501,-3.63E-07,1605.892913,-261.73557,-6.6685233,-33.530205,4B
Barir Kumalia Laai.mp3,1948.764849,754.5863401,195.2529792,4,-2.82313168,187.5,0.006045147,0.223717769,0.11287198,-1.79E-07,2487.112186,-233.459,-9.673541,-33.45972,4B
Best kamrupi Lok Geet.mp3,1356.279598,563.6179759,241.5249792,4,-6.511616111,144.2307692,0.000249355,0.252492504,0.069005854,1.26E-07,1871.480159,-333.5495,-13.905256,-49.05239,3B
Best kamrupi Lokgeet.mp3,1733.758083,654.1463668,317.8449792,4,-1.477807015,82.72058824,0.000170349,0.15588881,0.1163441,-1.45E-06,2053.198474,-233.16873,-9.557224,-27.905111,9B
Birina Pathak.mp3,2651.525115,1064.193395,406.6689792,4,3.433510363,156.25,0.001666213,0.217637067,0.22002195,-1.35E-05,3252.832822,-142.20496,2.0786922,-2.9857006,11B
Daya Moi Daya Kara.mp3,1646.893762,421.6840331,300.1329792,3,-4.569177926,106.1320755,0.000384862,0.180157777,0.09767145,3.18E-07,1786.43323,-251.4069,-9.973839,-35.41283,10B
Doyamoi Tumar.mp3,2456.186822,1026.320258,402.9009792,3,4.162074625,83.95522388,0.002653244,0.229788444,0.28277448,-5.75E-06,2415.433851,-138.38605,-1.6257982,-9.069465,6B
Doyamoy Doya Kora.mp3,2185.651355,464.8259989,303.1569792,3,-1.608175486,106.1320755,3.15E-05,0.214506866,0.1742876,-1.66E-08,1630.252942,-194.56425,-22.220808,-40.959934,10B
Ei Dehati.mp3,1950.915606,1123.204994,176.6289792,3,-0.93817994,80.35714286,0.001937011,0.203110034,0.12396448,-4.12E-08,2763.408108,-256.49396,-12.458264,-37.23806,4B
GOUPINATH.mp3,2442.16165,900.6274758,384.3009792,3,4.076351225,87.890625,0.006440525,0.209416492,0.29159093,6.43E-07,2896.243386,-133.83003,1.7189462,0.96142286,5B
Guru Moke Doiya Nachariba.mp3,2342.805495,904.7710339,362.0451474,3,0.083413851,114.84375,0.005217793,0.236395139,0.22587442,-7.91E-05,2736.103766,-155.63283,-3.667531,-12.621184,11B
guru mur ooo.mp3,2829.741699,1234.242057,436.5729792,4,3.384038806,137.195122,0.002615868,0.21593708,0.29524848,1.54E-05,3340.864066,-104.946655,3.2645764,5.59642,1B
Hai Bidhi.mp3,1432.633271,380.0327469,423.9009792,4,3.680122197,85.22727273,0.003956349,0.209419057,0.31085372,6.23E-08,1631.527408,-162.86292,-1.9087352,-0.31905207,4B
Hanuman Xagor.mp3,2418.785252,891.4476066,274.0689792,3,0.993575603,110.2941177,0.000542143,0.162199555,0.25124702,4.32E-07,2794.55618,-129.53914,-0.06549924,-5.999855,9B
HARI KRISHNA.mp3,2332.28394,944.6589942,312.0849792,3,1.539463103,81.52173913,0.000458446,0.206936041,0.17790824,-2.11E-07,2798.076452,-177.54463,-2.9691918,-12.510361,10B
O Pokhi Roya Jaa Re.mp3,1664.054954,448.3126427,298.4289792,3,6.734254956,92.21311475,0.000291253,0.220299179,0.41840667,4.43E-06,1740.339908,-107.23476,3.6534824,13.535417,2B
Hits Of Rameshwar Pathak.mp3,1681.890424,515.2266052,399.3489792,4,0.119784353,148.0263158,0.000153972,0.18164868,0.2480239,4.75E-07,2112.888103,-163.88593,-3.6848903,-5.075563,10B
Jakhowa Janani.mp3,1696.863313,666.4723777,334.6929792,3,3.514592648,108.1730769,0.003050541,0.238082397,0.25778547,-2.92E-06,2022.6666,-165.97386,-3.2063262,-2.9455516,11B
Jale Na Jaiyo.mp3,2098.83619,934.7154375,307.6209792,3,-1.554996073,100.4464286,0.016548917,0.189685105,0.1253574,-4.75E-07,2363.344874,-222.27599,-2.4225748,-32.30219,8B
Jamunar Nila Jole.mp3,1884.614462,712.6000001,335.3889792,4,1.20993726,148.0263158,0.001554359,0.215991957,0.34229392,2.10E-05,2180.903423,-125.4212,0.22489072,3.8921852,10B
KALANKINI RADHA.mp3,1297.961697,687.0638137,450.1039229,4,1.31422475,135.9991776,0.015773522,0.241976903,0.1940674,-0.000265808,2265.814406,-225.22758,1.4860009,-13.948268,3B
Kamrupi lokgeet.mp3,1618.94416,368.7842764,314.1969792,4,-2.177609652,148.0263158,5.50E-05,0.2581446,0.15037815,-2.96E-07,1939.436478,-205.2209,-8.357914,-15.102883,4B
Kamrupi Lokogeet.mp3,2032.017523,712.8991458,342.9969792,4,1.037474796,87.890625,0.000346826,0.238359553,0.19826989,2.64E-08,2458.446625,-156.2852,1.3160828,-4.038369,12B
Kande Harini.mp3,1625.999759,615.3280722,385.1169792,4,3.013219833,170.4545455,9.67E-05,0.197198436,0.33867273,-4.23E-07,1949.357582,-151.27448,-1.1381335,-1.0132937,8B
